m200 c200 mdstar mdbul mdgas rdstar rdbul rdgas
6.933146224034133498e-01 8.076289738022346398e+00 4.694146534785812719e+01 9.349443135797391946e+00 4.616593937311522211e+01 2.774838841362775366e+00 2.230799334643255860e-01 6.988842555958070690e+00
7.214957913499088216e-01 9.387372512076876063e+00 4.394557077399638700e+01 9.099962739808253431e+00 4.066807078770900574e+01 2.699605390973507824e+00 2.116821495997775193e-01 6.999539931686132199e+00
7.954565648299983804e-01 7.574626701080719116e+00 4.566116345513848529e+01 8.528068378012580553e+00 4.537816776140665098e+01 2.721617461227770374e+00 2.054777824489956717e-01 6.602200404051600913e+00
6.758190149838431138e-01 8.625237130321924184e+00 4.669175923628663583e+01 9.067427360876608944e+00 4.608976679864241532e+01 2.803912704322585547e+00 2.345105802793316652e-01 7.245950702493243689e+00
6.839055636595847698e-01 1.141743854379279099e+01 3.782218233258031859e+01 8.547600239576096826e+00 3.212098133475998196e+01 2.656814154784956195e+00 2.106492977244003306e-01 5.659799004072634254e+00
6.386878332027824401e-01 1.102230228705025894e+01 4.558856154787888215e+01 8.592300963306145789e+00 3.511951762364915197e+01 2.764638894910670608e+00 2.002488508588797511e-01 7.550053363464521716e+00
8.996329632358153194e-01 9.464532788849194134e+00 4.972369924103503536e+01 8.760499412503115479e+00 2.059515156085928922e+01 2.878916308627221810e+00 2.186362473796081007e-01 6.893387182950018399e+00
7.010848569215902826e-01 1.033341581079488769e+01 4.344138213424685802e+01 8.571562827707444043e+00 3.381391269058883609e+01 2.701393051733416151e+00 2.061390929041655717e-01 6.510690376791603562e+00
6.466801447249452828e-01 1.079590754904705818e+01 4.826250805474675332e+01 8.778127238579482849e+00 4.050021391705315921e+01 2.849299751182126972e+00 2.142799817166405330e-01 9.057847908322919750e+00
7.033893093241958550e-01 8.759791287407256988e+00 5.454194593064542573e+01 8.926005666499662539e+00 4.694950204071233912e+01 2.931228382994981452e+00 2.079279371422484979e-01 1.008717542285125290e+01
6.691983434279950016e-01 1.071310453713198285e+01 4.136722481062760437e+01 9.079262963052327606e+00 3.583626981234443321e+01 2.671982477157101243e+00 2.292122313888415308e-01 6.531265525509133418e+00
6.673782587988249526e-01 1.036954766064692635e+01 4.015521043229322373e+01 8.679267817947401653e+00 3.773403017348243793e+01 2.664432166395962476e+00 2.094428062063420359e-01 6.038320853548595935e+00
6.524037306614438592e-01 1.081665761708309859e+01 4.888777034584719416e+01 8.664528613470791285e+00 3.430379140468585319e+01 2.880445268686822935e+00 2.170280566607962480e-01 8.332062713139828602e+00
7.293713452294983135e-01 8.187566976044280409e+00 4.681838546797236944e+01 8.913733490734699672e+00 4.281632167160961444e+01 2.778583580014060139e+00 2.237961125165662812e-01 6.743906628881013887e+00
7.059646097093628114e-01 1.181288557976596465e+01 3.221751138683190874e+01 8.937998584288935788e+00 3.195015584772956529e+01 2.603008212758095574e+00 2.007961132880752841e-01 4.881968328806790325e+00
8.266986460841005968e-01 8.698250341976040190e+00 4.328444983588477868e+01 8.893279091323361030e+00 3.677458367421271390e+01 2.698644788512184700e+00 2.159938926152281669e-01 6.262420155451171588e+00
7.842683102595102707e-01 9.208568247737350276e+00 4.325429740672335299e+01 8.512177607576806082e+00 3.537787241716215902e+01 2.669678752236212649e+00 2.053938062981382207e-01 6.279048589243068079e+00
7.149513902543521704e-01 1.061420609356652278e+01 3.714388686221107605e+01 7.953849240841769586e+00 3.651326041500112041e+01 2.516927633484734805e+00 2.018501141800367327e-01 5.622525593201235239e+00
7.368351635263244992e-01 9.890098346705844534e+00 4.048650253797619314e+01 8.297720123505140322e+00 3.648888926066836547e+01 2.649812458623316935e+00 2.029252971475301037e-01 6.035912885743387690e+00
7.120336652022073443e-01 1.176360398251370576e+01 3.403887410811796599e+01 8.234431991983063526e+00 3.100797799797678778e+01 2.558932876538798418e+00 2.096486636667888315e-01 5.101581386496539139e+00
6.612326081570715219e-01 1.054053007343155457e+01 4.509445619945233830e+01 8.754062758780856157e+00 3.974322812288072981e+01 2.723918181533086624e+00 2.125160746638058429e-01 7.846094925220206129e+00
7.069944133684928911e-01 1.195650901626245499e+01 3.201349408098064231e+01 8.511396633864571015e+00 3.099814212993456763e+01 2.529338830301353536e+00 2.049191375639604629e-01 4.741035815050960167e+00
6.775889356704570821e-01 9.804994561414162035e+00 5.286183956192241595e+01 8.688543233253266607e+00 4.517531575578125569e+01 2.910988150075411340e+00 2.034371662256976299e-01 1.041348885925405021e+01
5.813804634734235366e-01 1.198871352066248264e+01 4.945096216330048833e+01 8.264137935564072279e+00 4.234566197383344388e+01 2.846895494504370738e+00 2.083435356965438745e-01 1.025859265390402442e+01
8.306767058252944036e-01 8.033259464372864755e+00 4.266232514351165150e+01 9.325808021601968534e+00 4.061272128522180225e+01 2.706736532059359046e+00 2.162778538463903388e-01 6.064820236296845302e+00
6.105861224709812074e-01 1.010948484468999098e+01 5.514021889344669347e+01 8.624015811596084546e+00 4.624459343047401205e+01 2.939931372088427253e+00 2.092410844663172287e-01 1.108894492193167913e+01
6.924329416868887366e-01 9.215409632459175882e+00 4.886011723778816673e+01 8.764609120944550469e+00 4.591909725934016961e+01 2.764681583224748884e+00 2.054039574852870587e-01 8.563004242083881223e+00
7.176189513256799879e-01 9.962296207142932403e+00 5.934421627067526828e+01 9.304749469838114351e+00 4.029181868065316507e+01 3.165650319880014329e+00 2.132174199714162166e-01 1.611612456271323879e+01
6.857525679017529852e-01 1.151971519714119196e+01 3.379526164508254027e+01 9.217150169414290772e+00 3.315332976140037857e+01 2.575248604660255403e+00 2.217721721290982217e-01 5.162230199203724723e+00
7.982651443627232224e-01 9.667252370608210299e+00 4.324842527727194863e+01 8.578798338132527235e+00 3.342880227728826270e+01 2.676836157427780805e+00 2.009084126529089576e-01 6.520174017924230903e+00
7.148527465549732174e-01 9.501299985858626229e+00 4.337444978366710302e+01 9.359866639909279584e+00 4.008979968969746466e+01 2.748335889076981786e+00 2.226450320830544449e-01 6.840789361860273310e+00
5.763358972723293672e-01 1.103552348765925117e+01 4.486186095384204009e+01 8.341038480041333969e+00 4.387916420486763514e+01 2.707654133433746058e+00 2.087219123170701573e-01 7.798677800446583319e+00
7.394741770964727845e-01 1.191661391769569889e+01 5.207426742763890104e+01 9.276931734676647778e+00 2.342725278952839929e+01 2.975913044667690244e+00 2.263895003056691779e-01 1.581747176588532078e+01
6.652611418910859831e-01 9.073432627426136321e+00 5.319858661579754511e+01 8.980454199947768501e+00 4.263312327833534709e+01 2.930686323337154953e+00 2.231880047373795695e-01 9.052359104551442215e+00
6.556015471783372961e-01 9.694219138997432594e+00 5.077720330159318962e+01 8.325785050077836758e+00 3.720915925302207938e+01 2.859789953993794320e+00 2.084809461567269651e-01 8.017839766424419423e+00
6.567316497416650911e-01 1.053450079711790366e+01 3.871883439657537451e+01 9.166629225126962766e+00 3.827973288515303807e+01 2.659705309875331380e+00 2.303130961738339422e-01 6.027803596054642554e+00
6.927610712053249298e-01 1.103737493126177327e+01 3.649415166900566732e+01 8.027436647326361197e+00 3.502219968277817941e+01 2.502055239290448263e+00 2.087758115872987985e-01 5.462118331525092962e+00
7.760680135452661110e-01 9.692000300777223742e+00 4.433845944644653514e+01 8.668630365622931322e+00 3.231527658636207434e+01 2.721650718709838657e+00 2.239379094079588239e-01 6.514052539292316979e+00
6.627165659267463260e-01 9.307862606149228668e+00 4.428375790624207298e+01 8.922715424663092421e+00 3.947102111452972650e+01 2.739778626596493627e+00 2.284277424797912515e-01 6.320856783262510881e+00
6.966309943188846443e-01 1.194495705306606226e+01 3.413019625552173864e+01 8.554227083233650220e+00 3.217902583714582931e+01 2.552532028611035120e+00 2.020899426476629179e-01 5.361125948827231369e+00
7.193699336811775202e-01 9.862945492098010192e+00 4.070773345921020336e+01 8.214074464751462301e+00 3.491337961111931065e+01 2.662214499111407395e+00 2.029931822852023560e-01 5.654481110110017639e+00
7.233323027306542974e-01 1.092944334852803934e+01 4.059814524386580104e+01 8.493030998589922831e+00 3.124216775286772929e+01 2.638154564817538184e+00 2.052789355288481554e-01 6.106759094373291674e+00
7.436764816521149735e-01 8.264075852025719371e+00 4.989340641072637084e+01 9.223955503893721541e+00 4.361844897390336229e+01 2.819712362200918143e+00 2.131565514090005553e-01 7.947245285249803004e+00
